candidate,family,quant,sample_id,raw_detection_count,measurement_count,installed_object_count,installed_tp,installed_fp,installed_fn,installed_duplicate_count
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002789_frame97503,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002793_frame97511,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002829_frame97583,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002835_frame97595,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002838_frame97601,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002858_frame97641,4,4,4,1,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002868_frame97661,5,5,5,1,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002876_frame97677,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002877_frame97679,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002879_frame97683,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002881_frame97687,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002891_frame97707,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002892_frame97709,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002893_frame97711,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002896_frame97717,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002907_frame97739,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002912_frame97749,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002914_frame97753,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002917_frame97759,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002930_frame97785,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002935_frame97795,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002938_frame97801,3,3,3,1,2,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002952_frame97829,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002954_frame97833,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002957_frame97839,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002964_frame97853,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002965_frame97855,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002968_frame97861,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002970_frame97865,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002975_frame97875,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002985_frame97895,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002989_frame97903,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002991_frame97907,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_002992_frame97909,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003001_frame97927,0,0,0,0,0,1,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003006_frame97937,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003015_frame97955,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003027_frame97979,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003028_frame97981,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003034_frame97993,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003038_frame98001,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003047_frame98019,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003083_frame98091,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003088_frame98101,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003098_frame98121,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003134_frame98193,7,7,7,3,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003136_frame98197,7,7,7,2,5,1,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003150_frame98225,6,6,6,2,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003159_frame98243,6,6,6,2,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003164_frame98253,6,6,6,2,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003192_frame98309,7,7,7,2,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003197_frame98319,7,7,7,2,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003199_frame98323,7,7,7,2,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003200_frame98325,7,7,7,2,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003204_frame98333,7,7,7,2,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003216_frame98357,6,6,6,2,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003243_frame98411,6,6,6,2,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003254_frame98433,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003262_frame98449,8,8,8,3,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003265_frame98455,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003277_frame98479,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003284_frame98493,3,3,3,1,2,1,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003296_frame98517,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003332_frame98589,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003335_frame98595,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003348_frame98621,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003406_frame98737,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003418_frame98761,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003420_frame98765,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003422_frame98769,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003479_frame98883,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003480_frame98885,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003481_frame98887,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003489_frame98903,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003496_frame98917,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003506_frame98937,4,4,4,2,2,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003517_frame98959,1,1,1,1,0,1,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003521_frame98967,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003550_frame99025,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003556_frame99037,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003561_frame99047,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003571_frame99067,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003591_frame99107,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003627_frame99179,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003644_frame99213,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003776_frame99477,7,7,7,4,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003784_frame99493,8,8,8,4,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003790_frame99505,7,7,7,3,4,1,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003792_frame99509,7,7,7,3,4,1,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003796_frame99517,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003798_frame99521,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003829_frame99583,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003833_frame99591,3,3,3,1,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003841_frame99607,0,0,0,0,0,1,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003844_frame99613,4,4,4,1,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003845_frame99615,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003858_frame99641,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003862_frame99649,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003863_frame99651,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003865_frame99655,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003868_frame99661,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003873_frame99671,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003930_frame99785,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003936_frame99797,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003978_frame99881,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003979_frame99883,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003984_frame99893,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_003998_frame99921,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004002_frame99929,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004005_frame99935,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004006_frame99937,0,0,0,0,0,1,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004012_frame99949,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004013_frame99951,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004014_frame99953,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004020_frame99965,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004021_frame99967,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004024_frame99973,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004058_frame100041,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004060_frame100045,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004065_frame100055,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004066_frame100057,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004067_frame100059,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004073_frame100071,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004077_frame100079,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004079_frame100083,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004082_frame100089,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004087_frame100099,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004131_frame100187,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004135_frame100195,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004138_frame100201,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004142_frame100209,7,7,7,3,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004154_frame100233,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004157_frame100239,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004166_frame100257,3,3,3,3,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004173_frame100271,2,2,2,2,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004275_frame100475,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004283_frame100491,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004290_frame100505,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004307_frame100539,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004309_frame100543,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004315_frame100555,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004322_frame100569,5,5,5,2,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004326_frame100577,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004332_frame100589,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004344_frame100613,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004351_frame100627,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004353_frame100631,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004358_frame100641,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004361_frame100647,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004366_frame100657,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004367_frame100659,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004378_frame100681,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004427_frame100779,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004442_frame100809,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004450_frame100825,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004453_frame100831,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004458_frame100841,3,3,3,2,1,1,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004462_frame100849,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004480_frame100885,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004490_frame100905,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004491_frame100907,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004496_frame100917,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004501_frame100927,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004513_frame100951,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004520_frame100965,2,2,2,1,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004528_frame100981,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004532_frame100989,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004534_frame100993,1,1,1,1,0,1,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004541_frame101007,4,4,4,2,2,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004549_frame101023,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004552_frame101029,5,5,5,2,3,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004564_frame101053,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004566_frame101057,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004567_frame101059,4,4,4,2,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004572_frame101069,4,4,4,2,2,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004614_frame101153,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004629_frame101183,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004630_frame101185,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004645_frame101215,3,3,3,2,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004677_frame101279,3,3,3,3,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004678_frame101281,3,3,3,3,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004680_frame101285,6,6,6,4,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004683_frame101291,9,9,9,4,5,0,5
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004701_frame101327,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004720_frame101365,1,1,1,0,1,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004721_frame101367,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004728_frame101381,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004732_frame101389,0,0,0,0,0,1,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004740_frame101405,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004744_frame101413,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004782_frame101489,3,3,3,1,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004783_frame101491,1,1,1,1,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004790_frame101505,5,5,5,1,4,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004794_frame101513,0,0,0,0,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004837_frame101599,5,5,5,2,3,1,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004839_frame101603,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004856_frame101637,7,7,7,3,4,0,4
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004857_frame101639,4,4,4,3,1,0,1
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004865_frame101655,6,6,6,3,3,0,3
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004882_frame101689,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004887_frame101699,3,3,3,3,0,0,0
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_004893_frame101711,5,5,5,3,2,0,2
baseline,ae128,uint8,moving_ego_pps200000_medium_8loops_stride2_005052_frame102029,5,5,5,3,2,1,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000025_frame102244,7,7,7,3,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000037_frame102268,4,4,4,3,1,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000056_frame102306,5,5,5,2,3,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000057_frame102308,5,5,5,2,3,0,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000061_frame102316,7,7,7,4,3,0,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000063_frame102320,6,6,6,4,2,0,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000076_frame102346,10,10,10,6,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000084_frame102362,9,9,9,6,3,1,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000089_frame102372,14,14,14,7,7,0,7
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000093_frame102380,14,14,14,7,7,0,7
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000127_frame102448,12,12,12,6,6,0,6
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000128_frame102450,10,10,10,6,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000131_frame102456,7,7,7,4,3,2,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000135_frame102464,9,9,9,5,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000137_frame102468,8,8,8,5,3,1,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000140_frame102474,8,8,8,4,4,2,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000142_frame102478,8,8,8,4,4,2,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000143_frame102480,6,6,6,4,2,2,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000148_frame102490,7,7,7,4,3,2,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000183_frame102560,6,6,6,4,2,0,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000198_frame102590,5,5,5,3,2,1,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000254_frame102702,1,1,1,1,0,1,0
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000255_frame102704,2,2,2,1,1,1,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000263_frame102720,4,4,4,3,1,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000273_frame102740,3,3,3,3,0,0,0
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000274_frame102742,2,2,2,2,0,1,0
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000278_frame102750,4,4,4,3,1,1,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000284_frame102762,6,6,6,5,1,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000290_frame102774,9,9,9,6,3,0,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000296_frame102786,8,8,8,5,3,1,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000298_frame102790,4,4,4,4,0,1,0
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000309_frame102812,6,6,6,4,2,2,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000316_frame102826,10,10,10,6,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000329_frame102852,8,8,8,5,3,0,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000349_frame102892,9,9,9,6,3,0,3
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000381_frame102956,4,4,4,2,2,0,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000383_frame102960,4,4,4,2,2,0,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000387_frame102968,2,2,2,1,1,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000388_frame102970,2,2,2,1,1,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000406_frame103006,2,2,2,1,1,0,1
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000421_frame103036,7,7,7,2,5,0,5
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000423_frame103040,4,4,4,2,2,0,2
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000426_frame103046,6,6,6,2,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000427_frame103048,6,6,6,2,4,0,4
baseline,ae128,uint6,moving_ego_pps200000_crowded_8loops_stride2_000436_frame103066,4,4,4,2,2,0,2
